Ativo;Data;Abertura;Maximo;Minimo;Fechamento;Volume;Quantidade
DI1F27;29/05/2020;7,000;7,000;6,900;6,900;1.784.361.344,60;27.730
DI1F27;28/05/2020;6,960;7,020;6,870;6,970;3.130.065.609,25;48.685
DI1F27;27/05/2020;6,950;7,110;6,920;6,930;2.959.667.108,45;46.280
DI1F27;26/05/2020;6,950;7,040;6,890;6,980;3.825.336.032,85;59.555
DI1F27;25/05/2020;7,100;7,180;7,060;7,060;1.705.723.744,10;26.820
DI1F27;22/05/2020;7,440;7,600;7,330;7,430;2.476.026.392,80;39.715
DI1F27;21/05/2020;7,610;7,670;7,420;7,430;3.604.770.833,15;58.095
DI1F27;20/05/2020;7,550;7,680;7,550;7,610;2.138.094.596,70;34.755
DI1F27;19/05/2020;7,650;7,670;7,550;7,610;2.953.229.211,60;47.995
DI1F27;18/05/2020;7,710;7,760;7,620;7,670;1.379.612.626,50;22.500
DI1F27;15/05/2020;7,930;7,950;7,750;7,820;1.859.440.816,40;30.620
DI1F27;14/05/2020;8,020;8,200;7,870;7,880;3.086.037.092,05;51.570
DI1F27;13/05/2020;7,700;7,970;7,620;7,960;2.198.964.768,75;36.320
DI1F27;12/05/2020;7,400;7,990;7,360;7,790;4.908.091.137,50;80.070
DI1F27;11/05/2020;7,540;7,670;7,440;7,490;1.341.433.812,30;21.700
DI1F27;08/05/2020;7,560;7,620;7,440;7,440;1.469.656.162,75;23.755
DI1F27;07/05/2020;7,300;7,640;7,270;7,570;2.855.307.469,20;46.180
DI1F27;06/05/2020;7,520;7,680;7,350;7,350;1.230.557.256,45;19.950
DI1F27;05/05/2020;7,400;7,590;7,270;7,450;2.535.214.717,20;40.910
DI1F27;04/05/2020;7,640;7,690;7,500;7,500;2.629.413.928,05;42.810
DI1F27;30/04/2020;7,390;7,580;7,390;7,400;2.150.786.952,50;34.790
DI1F27;29/04/2020;7,540;8,080;7,360;7,360;4.125.492.169,25;67.040
DI1F27;28/04/2020;8,170;8,200;7,530;7,600;4.863.264.754,25;80.400
DI1F27;27/04/2020;7,910;8,510;7,880;8,460;4.494.067.187,05;76.105
DI1F27;24/04/2020;7,400;8,590;7,320;8,590;5.606.875.872,95;93.560
DI1F27;23/04/2020;6,910;7,180;6,890;7,180;3.257.118.417,55;51.175
DI1F27;22/04/2020;6,690;6,820;6,670;6,800;2.110.523.126,40;32.665
DI1F27;20/04/2020;6,950;7,020;6,720;6,830;2.845.476.155,20;44.405
DI1F27;17/04/2020;6,930;7,070;6,850;6,900;2.547.554.860,38;39.983
DI1F27;16/04/2020;7,150;7,150;6,920;6,950;2.625.290.357,65;41.279
DI1F27;15/04/2020;7,280;7,350;7,100;7,120;2.626.011.237,75;41.830
DI1F27;14/04/2020;7,400;7,400;7,250;7,250;2.547.233.836,78;40.859
DI1F27;13/04/2020;7,510;7,550;7,380;7,400;1.386.454.363,35;22.460
DI1F27;09/04/2020;7,580;7,590;7,420;7,450;2.804.361.852,95;45.500
DI1F27;08/04/2020;7,730;7,930;7,590;7,600;3.619.144.531,65;59.635
DI1F27;07/04/2020;7,720;7,780;7,590;7,740;2.199.469.925,95;36.180
DI1F27;06/04/2020;7,770;7,970;7,620;7,840;2.381.548.801,85;39.245
DI1F27;03/04/2020;7,780;8,040;7,620;8,000;2.695.675.330,90;44.915
DI1F27;02/04/2020;7,620;7,760;7,470;7,750;1.923.189.790,90;31.640
DI1F27;01/04/2020;7,720;7,870;7,570;7,730;3.168.201.520,00;52.370
DI1F27;31/03/2020;7,580;7,630;7,390;7,480;1.805.380.722,20;29.340
DI1F27;30/03/2020;7,620;7,670;7,470;7,530;2.861.890.308,00;46.755
DI1F27;27/03/2020;7,760;7,980;7,470;7,640;3.077.948.407,73;50.919
DI1F27;26/03/2020;8,300;8,480;7,600;7,760;3.006.228.523,50;49.935
DI1F27;25/03/2020;9,110;9,220;8,150;8,260;2.799.586.041,72;48.856
DI1F27;24/03/2020;9,060;9,270;8,940;9,080;3.051.101.814,50;54.955
DI1F27;23/03/2020;9,060;9,540;8,810;9,480;2.605.437.684,55;47.660
DI1F27;20/03/2020;8,480;8,900;8,100;8,900;4.136.725.706,35;72.035
DI1F27;19/03/2020;8,700;9,710;8,420;8,570;3.419.219.832,70;61.075
DI1F27;18/03/2020;7,530;8,620;7,530;8,550;4.095.641.749,75;70.095
DI1F27;17/03/2020;7,790;7,870;7,240;7,380;5.337.779.480,50;87.350
DI1F27;16/03/2020;7,720;8,620;7,710;7,800;4.687.002.030,65;79.650
DI1F27;13/03/2020;7,940;8,090;7,460;7,900;4.297.403.552,80;71.985
DI1F27;12/03/2020;8,840;9,260;8,670;8,880;2.155.681.549,15;38.475
DI1F27;11/03/2020;6,840;7,740;6,810;7,600;7.750.188.189,80;123.970
DI1F27;10/03/2020;6,810;6,990;6,740;6,840;5.505.304.799,25;86.615
DI1F27;09/03/2020;7,250;7,250;6,710;6,950;6.961.091.180,95;109.515
DI1F27;06/03/2020;6,610;6,810;6,530;6,550;6.833.170.800,20;106.355
DI1F27;05/03/2020;6,390;6,580;6,360;6,540;8.644.075.053,95;132.695
DI1F27;04/03/2020;6,330;6,360;6,280;6,360;5.097.930.104,05;77.380
DI1F27;03/03/2020;6,420;6,460;6,300;6,380;5.611.069.715,95;85.475
DI1F27;02/03/2020;6,530;6,570;6,380;6,410;4.956.836.787,70;75.940
DI1F27;28/02/2020;6,670;6,720;6,590;6,630;6.138.149.115,90;95.255
DI1F27;27/02/2020;6,650;6,770;6,540;6,570;7.129.486.030,45;110.825
DI1F27;26/02/2020;6,540;6,650;6,510;6,630;3.640.339.940,15;56.295
DI1F27;21/02/2020;6,450;6,490;6,420;6,470;2.588.279.360,40;39.690
DI1F27;20/02/2020;6,380;6,510;6,350;6,410;5.254.861.361,30;80.518
DI1F27;19/02/2020;6,410;6,470;6,360;6,370;5.551.710.484,15;85.020
DI1F27;18/02/2020;6,370;6,400;6,350;6,390;2.708.857.251,40;41.375
DI1F27;17/02/2020;6,350;6,380;6,290;6,370;1.779.016.422,10;27.115
DI1F27;14/02/2020;6,420;6,440;6,330;6,330;4.411.352.615,80;67.385
DI1F27;13/02/2020;6,420;6,470;6,420;6,440;2.472.012.771,05;37.940
DI1F27;12/02/2020;6,420;6,430;6,380;6,390;2.163.434.101,20;33.130
DI1F27;11/02/2020;6,450;6,460;6,390;6,420;4.284.902.701,85;65.710
DI1F27;10/02/2020;6,540;6,540;6,460;6,480;2.562.009.609,55;39.480
DI1F27;07/02/2020;6,460;6,560;6,430;6,550;5.209.369.730,25;80.320
DI1F27;06/02/2020;6,420;6,490;6,370;6,470;6.986.883.078,30;107.250
DI1F27;05/02/2020;6,470;6,490;6,390;6,390;4.760.644.092,20;73.130
DI1F27;04/02/2020;6,500;6,520;6,440;6,470;3.580.101.721,05;55.150
DI1F27;03/02/2020;6,580;6,580;6,500;6,520;2.894.996.528,85;44.765
DI1F27;31/01/2020;6,610;6,630;6,550;6,600;4.016.121.350,00;62.365
DI1F27;30/01/2020;6,600;6,650;6,550;6,590;5.577.007.298,55;86.680
DI1F27;29/01/2020;6,570;6,590;6,530;6,580;4.798.626.918,95;74.410
DI1F27;28/01/2020;6,670;6,700;6,600;6,600;3.119.393.474,50;48.680
DI1F27;27/01/2020;6,710;6,720;6,660;6,660;1.936.349.686,45;30.300
DI1F27;24/01/2020;6,690;6,730;6,650;6,680;2.386.533.047,15;37.350
DI1F27;23/01/2020;6,720;6,770;6,680;6,710;3.093.668.774,50;48.525
DI1F27;22/01/2020;6,750;6,750;6,690;6,700;1.778.375.489,45;27.890
DI1F27;21/01/2020;6,790;6,810;6,710;6,730;2.262.343.901,40;35.575
DI1F27;20/01/2020;6,740;6,780;6,720;6,770;2.690.127.546,35;42.335
DI1F27;17/01/2020;6,790;6,820;6,750;6,750;2.879.966.301,40;45.415
DI1F27;16/01/2020;6,710;6,830;6,700;6,820;4.146.520.401,75;65.265
DI1F27;15/01/2020;6,710;6,720;6,660;6,710;4.511.244.237,55;70.775
DI1F27;14/01/2020;6,820;6,850;6,730;6,750;3.896.466.377,90;61.420
DI1F27;13/01/2020;6,730;6,830;6,720;6,810;1.869.019.594,55;29.500
DI1F27;10/01/2020;6,740;6,770;6,680;6,740;1.830.851.763,00;28.785
DI1F27;09/01/2020;6,770;6,810;6,690;6,730;6.526.520.658,45;102.795
DI1F27;08/01/2020;6,780;6,810;6,720;6,760;2.840.352.737,90;44.795
DI1F27;07/01/2020;6,800;6,890;6,770;6,790;2.569.325.495,45;40.670
DI1F27;06/01/2020;6,780;6,820;6,760;6,790;1.555.914.518,00;24.590
DI1F27;03/01/2020;6,770;6,790;6,720;6,750;3.635.156.965,60;57.325
DI1F27;02/01/2020;6,740;6,780;6,700;6,710;2.935.095.412,80;46.255
DI1F27;30/12/2019;6,830;6,830;6,750;6,760;1.564.087.913,40;24.735
DI1F27;27/12/2019;6,840;6,890;6,830;6,840;1.735.015.191,15;27.595
DI1F27;26/12/2019;6,910;6,910;6,810;6,850;1.402.671.581,45;22.285
DI1F27;23/12/2019;6,970;6,980;6,910;6,930;1.316.010.274,95;21.050
DI1F27;20/12/2019;7,070;7,130;6,990;6,990;2.505.333.307,85;40.405
DI1F27;19/12/2019;6,920;7,070;6,900;7,060;3.384.277.299,85;54.380
DI1F27;18/12/2019;6,930;6,930;6,830;6,900;4.081.682.130,90;65.010
DI1F27;17/12/2019;6,840;6,940;6,810;6,930;2.632.977.607,45;42.040
DI1F27;16/12/2019;6,720;6,810;6,680;6,810;2.443.950.365,10;38.720
DI1F27;13/12/2019;6,700;6,700;6,650;6,700;2.206.634.916,35;34.745
DI1F27;12/12/2019;6,640;6,700;6,630;6,680;3.809.738.243,15;59.960
DI1F27;11/12/2019;6,720;6,720;6,660;6,700;2.310.930.827,85;36.455
DI1F27;10/12/2019;6,720;6,760;6,690;6,710;3.155.467.565,00;49.910
DI1F27;09/12/2019;6,700;6,700;6,660;6,700;1.597.754.994,95;25.200
DI1F27;06/12/2019;6,760;6,770;6,700;6,700;3.424.954.326,45;54.185
DI1F27;05/12/2019;6,750;6,790;6,730;6,770;1.326.992.639,75;21.040
DI1F27;04/12/2019;6,790;6,790;6,720;6,750;2.440.413.071,90;38.695
DI1F27;03/12/2019;6,890;6,910;6,790;6,800;1.805.624.025,30;28.765
DI1F27;02/12/2019;6,900;6,900;6,820;6,880;1.793.226.690,70;28.655
DI1F27;29/11/2019;6,840;6,900;6,800;6,850;1.964.536.069,15;31.355
DI1F27;28/11/2019;6,920;7,040;6,840;6,840;2.169.045.490,20;34.875
DI1F27;27/11/2019;6,900;7,040;6,880;6,960;2.984.722.814,90;48.065
DI1F27;26/11/2019;6,890;7,000;6,890;6,930;6.347.039.921,05;102.055
DI1F27;25/11/2019;6,740;6,930;6,710;6,890;2.523.481.927,40;40.325
DI1F27;22/11/2019;6,760;6,830;6,730;6,770;2.009.563.975,50;31.945
DI1F27;21/11/2019;6,730;6,850;6,720;6,770;2.939.925.508,15;46.850
DI1F27;19/11/2019;6,640;6,730;6,610;6,710;2.595.805.777,75;41.100
DI1F27;18/11/2019;6,600;6,700;6,590;6,670;2.094.837.528,95;33.040
DI1F27;14/11/2019;6,670;6,680;6,590;6,630;1.957.050.649,65;30.895
DI1F27;13/11/2019;6,690;6,770;6,620;6,670;5.595.449.769,25;88.645
DI1F27;12/11/2019;6,570;6,700;6,550;6,680;3.295.945.130,35;52.050
DI1F27;11/11/2019;6,630;6,650;6,520;6,580;2.487.519.836,65;39.115
DI1F27;08/11/2019;6,590;6,670;6,520;6,610;4.220.519.103,20;66.500
DI1F27;07/11/2019;6,390;6,570;6,390;6,560;3.917.153.117,30;61.340
DI1F27;06/11/2019;6,360;6,480;6,310;6,440;4.638.351.207,35;72.185
DI1F27;05/11/2019;6,340;6,410;6,330;6,390;3.919.697.182,65;60.880
DI1F27;04/11/2019;6,320;6,350;6,260;6,350;2.299.890.887,40;35.570
DI1F27;01/11/2019;6,380;6,380;6,300;6,320;3.289.953.514,70;50.985
DI1F27;31/10/2019;6,460;6,460;6,340;6,410;5.327.665.902,40;82.880
DI1F27;30/10/2019;6,440;6,530;6,390;6,400;4.228.549.919,95;66.160
DI1F27;29/10/2019;6,420;6,440;6,390;6,430;2.332.490.763,95;36.425
DI1F27;28/10/2019;6,470;6,490;6,380;6,440;2.613.184.202,54;40.818
DI1F27;25/10/2019;6,500;6,510;6,440;6,460;2.556.803.791,65;40.065
DI1F27;24/10/2019;6,510;6,540;6,400;6,530;4.005.107.301,40;62.710
DI1F27;23/10/2019;6,550;6,560;6,480;6,500;4.226.610.076,25;66.430
DI1F27;22/10/2019;6,480;6,590;6,460;6,560;2.518.947.639,60;39.690
DI1F27;21/10/2019;6,500;6,550;6,460;6,460;1.067.439.781,70;16.780
DI1F27;18/10/2019;6,510;6,560;6,460;6,500;2.136.782.064,35;33.595
DI1F27;17/10/2019;6,550;6,600;6,470;6,510;3.386.859.743,80;53.345
DI1F27;16/10/2019;6,680;6,740;6,570;6,570;1.992.665.778,75;31.665
DI1F27;15/10/2019;6,570;6,720;6,570;6,700;3.622.160.111,20;57.640
DI1F27;14/10/2019;6,610;6,640;6,580;6,600;1.455.679.282,45;23.075
DI1F27;11/10/2019;6,790;6,790;6,610;6,610;2.228.145.837,70;35.485
DI1F27;10/10/2019;6,830;6,870;6,770;6,780;3.016.906.202,40;48.555
DI1F27;09/10/2019;6,920;6,920;6,830;6,860;3.155.405.091,75;50.960
DI1F27;08/10/2019;6,970;6,990;6,940;6,950;1.139.669.871,05;18.515
DI1F27;07/10/2019;6,920;6,990;6,900;6,980;1.369.582.724,85;22.250
DI1F27;04/10/2019;6,930;6,940;6,900;6,930;1.359.103.390,50;22.035
DI1F27;03/10/2019;7,010;7,040;6,930;6,940;3.192.941.096,20;51.990
DI1F27;02/10/2019;7,000;7,050;6,970;7,020;2.678.763.397,05;43.695
DI1F27;01/10/2019;7,030;7,070;6,950;6,950;3.213.400.653,95;52.470
DI1F27;30/09/2019;6,980;7,020;6,970;7,010;1.328.802.349,50;21.675
DI1F27;27/09/2019;7,010;7,030;6,990;6,990;1.307.441.155,00;21.355
DI1F27;26/09/2019;7,040;7,040;7,010;7,010;2.180.760.695,45;35.670
DI1F27;25/09/2019;7,160;7,170;7,050;7,060;2.008.156.880,85;33.075
DI1F27;24/09/2019;7,050;7,150;7,040;7,110;2.257.883.077,00;37.180
DI1F27;23/09/2019;7,030;7,090;7,020;7,070;1.016.092.693,50;16.680
DI1F27;20/09/2019;7,120;7,140;7,020;7,030;2.709.969.536,20;44.490
DI1F27;19/09/2019;7,070;7,160;7,000;7,160;3.876.470.755,65;63.580
DI1F27;18/09/2019;7,150;7,200;7,100;7,140;1.855.961.245,65;30.630
DI1F27;17/09/2019;7,270;7,310;7,150;7,160;1.690.955.746,85;28.075
DI1F27;16/09/2019;7,360;7,390;7,270;7,270;1.513.541.342,10;25.300
DI1F27;13/09/2019;7,270;7,400;7,250;7,350;3.475.822.155,35;58.075
DI1F27;12/09/2019;7,260;7,340;7,230;7,260;2.773.019.596,95;46.245
DI1F27;11/09/2019;7,300;7,340;7,260;7,310;1.521.358.647,00;25.420
DI1F27;10/09/2019;7,280;7,380;7,280;7,300;1.215.199.175,50;20.380
DI1F27;09/09/2019;7,270;7,350;7,270;7,320;960.754.702,50;16.080
DI1F27;06/09/2019;7,280;7,330;7,250;7,300;2.644.417.609,95;44.225
DI1F27;05/09/2019;7,260;7,350;7,240;7,300;2.609.895.153,20;43.665
DI1F27;04/09/2019;7,300;7,320;7,250;7,280;2.536.206.995,30;42.380
DI1F27;03/09/2019;7,430;7,460;7,350;7,360;1.943.939.499,65;32.730
DI1F27;02/09/2019;7,410;7,480;7,390;7,470;779.538.443,90;13.190
DI1F27;30/08/2019;7,480;7,500;7,380;7,410;1.931.970.948,10;32.655
DI1F27;29/08/2019;7,540;7,690;7,480;7,530;4.045.023.354,30;69.110
DI1F27;28/08/2019;7,380;7,590;7,380;7,580;4.160.637.713,70;70.790
DI1F27;27/08/2019;7,370;7,550;7,280;7,400;4.850.278.818,50;82.045
DI1F27;26/08/2019;7,220;7,430;7,210;7,380;2.913.082.371,85;48.995
DI1F27;23/08/2019;7,200;7,270;7,130;7,240;3.786.969.730,20;63.180
DI1F27;22/08/2019;7,170;7,220;7,120;7,200;2.533.076.510,35;42.170
DI1F27;21/08/2019;7,220;7,220;7,160;7,180;1.781.261.077,00;29.685
DI1F27;20/08/2019;7,220;7,350;7,180;7,250;3.784.305.125,60;63.470
DI1F27;19/08/2019;7,150;7,250;7,130;7,250;857.687.399,60;14.300
DI1F27;16/08/2019;7,180;7,190;7,150;7,150;909.169.657,90;15.130
DI1F27;15/08/2019;7,220;7,310;7,170;7,220;2.520.836.682,33;42.146
DI1F27;14/08/2019;7,210;7,270;7,160;7,240;2.971.807.288,30;49.700
DI1F27;13/08/2019;7,160;7,200;7,110;7,170;2.555.473.768,30;42.485
DI1F27;12/08/2019;7,190;7,340;7,160;7,160;2.943.351.311,30;49.245
DI1F27;09/08/2019;7,160;7,180;7,110;7,140;940.618.014,05;15.655
DI1F27;08/08/2019;7,140;7,160;7,100;7,130;1.866.644.488,70;31.025
DI1F27;07/08/2019;7,210;7,250;7,150;7,160;2.702.897.616,15;45.140
DI1F27;06/08/2019;7,300;7,310;7,230;7,250;2.887.986.578,60;48.505
DI1F27;05/08/2019;7,280;7,370;7,250;7,360;2.308.537.557,30;38.880
DI1F27;02/08/2019;7,240;7,260;7,170;7,210;2.447.903.587,25;40.975
DI1F27;01/08/2019;7,130;7,240;7,130;7,230;3.457.012.612,95;57.840
DI1F27;31/07/2019;7,160;7,230;7,110;7,190;1.509.091.953,40;25.205
DI1F27;30/07/2019;7,160;7,220;7,140;7,160;1.171.587.846,00;19.580
DI1F27;29/07/2019;7,190;7,220;7,170;7,180;812.108.339,45;13.585
DI1F27;26/07/2019;7,220;7,250;7,180;7,190;864.141.570,25;14.480
DI1F27;25/07/2019;7,120;7,250;7,120;7,230;2.271.018.456,25;38.075
DI1F27;24/07/2019;7,200;7,210;7,150;7,160;1.044.903.819,25;17.465
DI1F27;23/07/2019;7,270;7,270;7,180;7,200;1.873.653.875,25;31.430
DI1F27;22/07/2019;7,290;7,300;7,240;7,290;718.499.002,00;12.110
DI1F27;19/07/2019;7,270;7,310;7,230;7,310;2.497.408.847,70;42.085
DI1F27;18/07/2019;7,300;7,320;7,250;7,260;3.122.823.681,80;52.705
DI1F27;17/07/2019;7,300;7,380;7,270;7,310;3.678.595.041,65;62.235
DI1F27;16/07/2019;7,230;7,320;7,210;7,310;2.042.833.480,10;34.480
DI1F27;15/07/2019;7,240;7,260;7,190;7,240;1.016.112.375,00;17.085
DI1F27;12/07/2019;7,180;7,260;7,140;7,260;2.713.045.525,20;45.520
DI1F27;11/07/2019;7,190;7,230;7,140;7,170;3.478.243.009,40;58.390
DI1F27;10/07/2019;7,190;7,250;7,160;7,200;3.681.395.530,35;61.925
DI1F27;08/07/2019;7,370;7,370;7,280;7,280;1.280.356.052,60;21.695
DI1F27;05/07/2019;7,280;7,390;7,280;7,380;3.552.255.122,40;60.390
DI1F27;04/07/2019;7,270;7,330;7,250;7,300;2.677.174.215,55;45.360
DI1F27;03/07/2019;7,430;7,450;7,270;7,360;3.189.741.723,80;54.245
DI1F27;02/07/2019;7,360;7,430;7,280;7,390;3.314.164.499,65;56.375
DI1F27;01/07/2019;7,470;7,470;7,330;7,330;3.338.572.549,15;56.850
DI1F27;28/06/2019;7,540;7,550;7,430;7,470;2.818.414.475,65;48.440
DI1F27;27/06/2019;7,630;7,660;7,560;7,560;2.302.478.752,25;39.870
DI1F27;26/06/2019;7,640;7,670;7,550;7,600;4.120.846.694,90;71.390
DI1F27;25/06/2019;7,590;7,690;7,560;7,680;4.432.426.414,40;76.960
DI1F27;24/06/2019;7,620;7,640;7,570;7,600;2.481.942.836,45;43.040
DI1F27;21/06/2019;7,720;7,720;7,550;7,590;3.561.539.780,10;61.825
DI1F27;19/06/2019;7,870;7,940;7,750;7,750;3.403.919.094,70;60.145
DI1F27;18/06/2019;7,890;7,890;7,790;7,890;2.611.523.589,55;46.100
DI1F27;17/06/2019;7,880;7,940;7,810;7,910;1.625.874.446,30;28.790
DI1F27;14/06/2019;7,860;7,960;7,820;7,850;3.378.814.680,95;59.885
DI1F27;13/06/2019;7,960;8,000;7,860;7,860;2.972.994.425,85;52.875
DI1F27;12/06/2019;7,970;8,030;7,910;8,030;1.689.832.783,55;30.120
DI1F27;11/06/2019;8,150;8,170;7,930;7,990;3.150.295.597,39;56.404
DI1F27;10/06/2019;8,170;8,220;8,080;8,170;2.517.205.633,65;45.435
DI1F27;07/06/2019;8,210;8,220;8,120;8,130;2.641.444.726,20;47.760
DI1F27;06/06/2019;8,280;8,320;8,210;8,240;1.635.943.035,05;29.785
DI1F27;05/06/2019;8,240;8,360;8,150;8,310;2.398.981.381,45;43.670
DI1F27;04/06/2019;8,220;8,350;8,180;8,240;5.079.142.564,45;92.600
DI1F27;03/06/2019;8,510;8,530;8,240;8,240;2.663.381.710,10;49.060
DI1F27;31/05/2019;8,510;8,530;8,480;8,490;1.573.233.382,05;29.190
DI1F27;30/05/2019;8,590;8,600;8,480;8,480;2.853.404.064,65;53.005
